Genome,Fraction,length
NT12215_333,perc_covered,61.44464999358969
NT12215_333,perc_unc,38.55535000641031
NT12616_171,perc_covered,61.442157766373775
NT12616_171,perc_unc,38.557842233626225
NT12359_363,perc_covered,61.43148167873882
NT12359_363,perc_unc,38.56851832126118
100,perc_covered,61.428390003809916
100,perc_unc,38.571609996190084
NT12367_370,perc_covered,61.417595362283784
NT12367_370,perc_unc,38.582404637716216
NT12075_249,perc_covered,61.40047745010623
NT12075_249,perc_unc,38.59952254989377
NT12168_304,perc_covered,61.34323106323468
NT12168_304,perc_unc,38.65676893676532
NT12165_301,perc_covered,61.330421102997256
NT12165_301,perc_unc,38.669578897002744
NT12068_243,perc_covered,61.31543513934618
NT12068_243,perc_unc,38.68456486065382
NT12291,perc_covered,61.29639128460288
NT12291,perc_unc,38.70360871539712
216,perc_covered,61.29085725195147
216,perc_unc,38.70914274804853
101,perc_covered,61.28925152697667
101,perc_unc,38.71074847302333
152,perc_covered,61.283136398676874
152,perc_unc,38.716863601323126
222,perc_covered,61.26300642448839
222,perc_unc,38.73699357551161
NT12233_340,perc_covered,61.257121354956304
NT12233_340,perc_unc,38.742878645043696
NT12255,perc_covered,61.247805117445964
NT12255,perc_unc,38.752194882554036
NT12250,perc_covered,61.23511103652469
NT12250,perc_unc,38.76488896347531
NT12594_719,perc_covered,61.22971040095614
NT12594_719,perc_unc,38.77028959904386
NT12571_696,perc_covered,61.22350977627753
NT12571_696,perc_unc,38.77649022372247
NT12290,perc_covered,61.21800991843784
NT12290,perc_unc,38.78199008156216
NT12326_143,perc_covered,61.20544102884207
NT12326_143,perc_unc,38.79455897115793
NT12218_335,perc_covered,61.20509219514931
NT12218_335,perc_unc,38.79490780485069
NT12238,perc_covered,61.180923304197954
NT12238,perc_unc,38.819076695802046
175,perc_covered,61.16509200560826
175,perc_unc,38.83490799439174
NT12311_350,perc_covered,61.160964782684744
NT12311_350,perc_unc,38.839035217315256
FOC_7.1,perc_covered,61.14563080849585
FOC_7.1,perc_unc,38.85436919150415
NT12198,perc_covered,61.13795130743767
NT12198,perc_unc,38.86204869256233
NT12325_133,perc_covered,61.12039439737737
NT12325_133,perc_unc,38.87960560262263
NT12077_251,perc_covered,61.11001635428619
NT12077_251,perc_unc,38.88998364571381
217,perc_covered,61.10589608873321
217,perc_unc,38.89410391126679
NT12108_95,perc_covered,61.105037205749426
NT12108_95,perc_unc,38.894962794250574
80,perc_covered,61.09858495591378
80,perc_unc,38.90141504408622
NT12151_112,perc_covered,61.090861836644585
NT12151_112,perc_unc,38.909138163355415
NT12230_338,perc_covered,61.06974664254873
NT12230_338,perc_unc,38.93025335745127
33,perc_covered,61.057228972160985
33,perc_unc,38.942771027839015
NT12451_76,perc_covered,61.05463865044395
NT12451_76,perc_unc,38.94536134955605
NT12162_298,perc_covered,61.040955396574724
NT12162_298,perc_unc,38.959044603425276
NT12364_367,perc_covered,61.03334480414064
NT12364_367,perc_unc,38.96665519585936
NT12257_761,perc_covered,61.02968876491852
NT12257_761,perc_unc,38.97031123508148
16,perc_covered,61.028377699400714
16,perc_unc,38.971622300599286
NT12242,perc_covered,61.01921183576291
NT12242,perc_unc,38.98078816423709
NT12213_332,perc_covered,61.01723653839842
NT12213_332,perc_unc,38.98276346160158
176,perc_covered,61.01103165034677
176,perc_unc,38.98896834965323
NT12274,perc_covered,61.00905163284607
NT12274,perc_unc,38.99094836715393
173,perc_covered,60.99422300251827
173,perc_unc,39.00577699748173
161,perc_covered,60.98426813696412
161,perc_unc,39.01573186303588
NT12299_343,perc_covered,60.979675790127864
NT12299_343,perc_unc,39.020324209872136
228,perc_covered,60.953167516748294
228,perc_unc,39.046832483251706
200,perc_covered,60.949101463585606
200,perc_unc,39.050898536414394
NT12126_104,perc_covered,60.946611261583904
NT12126_104,perc_unc,39.053388738416096
164,perc_covered,60.93335042837188
164,perc_unc,39.06664957162812
220,perc_covered,60.9331072820032
220,perc_unc,39.0668927179968
94,perc_covered,60.924532276813196
94,perc_unc,39.075467723186804
56,perc_covered,60.92215297924737
56,perc_unc,39.07784702075263
NT12124_273,perc_covered,60.92148851590105
NT12124_273,perc_unc,39.07851148409895
NT12582_707,perc_covered,60.92015555192541
NT12582_707,perc_unc,39.07984444807459
NT12407_776,perc_covered,60.91533719416945
NT12407_776,perc_unc,39.08466280583055
NT12337_137,perc_covered,60.91466145694344
NT12337_137,perc_unc,39.08533854305656
201,perc_covered,60.89871490389911
201,perc_unc,39.10128509610089
NT12309_349,perc_covered,60.89839193400074
NT12309_349,perc_unc,39.10160806599926
28,perc_covered,60.8944246756377
28,perc_unc,39.1055753243623
184,perc_covered,60.89278310545087
184,perc_unc,39.10721689454913
NT12252,perc_covered,60.86620744585063
NT12252,perc_unc,39.13379255414937
NT12425_395,perc_covered,60.86423832683294
NT12425_395,perc_unc,39.13576167316706
NT12199_325,perc_covered,60.8415779606202
NT12199_325,perc_unc,39.1584220393798
NT12261,perc_covered,60.84072870368187
NT12261,perc_unc,39.15927129631813
NT12422_392,perc_covered,60.82629311100847
NT12422_392,perc_unc,39.17370688899153
NT12302_344,perc_covered,60.82305818368133
NT12302_344,perc_unc,39.17694181631867
NT12312,perc_covered,60.81921435705826
NT12312,perc_unc,39.18078564294174
NT12253,perc_covered,60.81536523020933
NT12253,perc_unc,39.18463476979067
NT12060_237,perc_covered,60.80747009222493
NT12060_237,perc_unc,39.19252990777507
NT12216,perc_covered,60.80694509354734
NT12216,perc_unc,39.19305490645266
NT12202_326,perc_covered,60.79113435954338
NT12202_326,perc_unc,39.20886564045662
NT12328_138,perc_covered,60.763580914852746
NT12328_138,perc_unc,39.236419085147254
NT12069_244,perc_covered,60.760155458328335
NT12069_244,perc_unc,39.239844541671665
NT12260,perc_covered,60.75096269019973
NT12260,perc_unc,39.24903730980027
NT12249,perc_covered,60.730882608114456
NT12249,perc_unc,39.269117391885544
NT12200,perc_covered,60.729070971118745
NT12200,perc_unc,39.270929028881255
NT12602_727,perc_covered,60.72789893709199
NT12602_727,perc_unc,39.27210106290801
NT12331_141,perc_covered,60.71596371461653
NT12331_141,perc_unc,39.28403628538347
NT12251,perc_covered,60.71445033964969
NT12251,perc_unc,39.28554966035031
NT12214,perc_covered,60.714194953455824
NT12214,perc_unc,39.285805046544176
NT12285_763,perc_covered,60.71196476139884
NT12285_763,perc_unc,39.28803523860116
57,perc_covered,60.710638121445335
57,perc_unc,39.289361878554665
NT12097_202,perc_covered,60.706652604811886
NT12097_202,perc_unc,39.293347395188114
199,perc_covered,60.700539814827714
199,perc_unc,39.299460185172286
NT12391_773,perc_covered,60.69967720804087
NT12391_773,perc_unc,39.30032279195913
NT12387_771,perc_covered,60.69759766474513
NT12387_771,perc_unc,39.30240233525487
NT12104_93,perc_covered,60.69377553600875
NT12104_93,perc_unc,39.30622446399125
NT12420_390,perc_covered,60.68539149766973
NT12420_390,perc_unc,39.31460850233027
134,perc_covered,60.649720550405775
134,perc_unc,39.350279449594225
97,perc_covered,60.63812116405409
97,perc_unc,39.36187883594591
128,perc_covered,60.63778129570439
128,perc_unc,39.36221870429561
NT12286_764,perc_covered,60.63531803659599
NT12286_764,perc_unc,39.36468196340401
107,perc_covered,60.63075410047778
107,perc_unc,39.36924589952222
1.3,perc_covered,60.6162388455534
1.3,perc_unc,39.3837611544466
NT12389_772,perc_covered,60.606419782210786
NT12389_772,perc_unc,39.393580217789214
NT12096_3,perc_covered,60.60246707504694
NT12096_3,perc_unc,39.39753292495306
162,perc_covered,60.59726570704284
162,perc_unc,39.40273429295716
NT12142,perc_covered,60.577974005242964
NT12142,perc_unc,39.422025994757036
90,perc_covered,60.577242511241444
90,perc_unc,39.422757488758556
160,perc_covered,60.56767454219132
160,perc_unc,39.43232545780868
25,perc_covered,60.55732212430034
25,perc_unc,39.44267787569966
NT12225,perc_covered,60.529615720901774
NT12225,perc_unc,39.470384279098226
NT12300,perc_covered,60.52628715841304
NT12300,perc_unc,39.47371284158696
NT12449_33,perc_covered,60.504131606052795
NT12449_33,perc_unc,39.495868393947205
NT12357,perc_covered,60.46912762741644
NT12357,perc_unc,39.53087237258356
FOC_3,perc_covered,60.46330611886855
FOC_3,perc_unc,39.53669388113145
239,perc_covered,60.4553082163463
239,perc_unc,39.5446917836537
183,perc_covered,60.42816609575126
183,perc_unc,39.57183390424874
112,perc_covered,60.42030805349285
112,perc_unc,39.57969194650715
NT12262_762,perc_covered,60.40285104991972
NT12262_762,perc_unc,39.59714895008028
NT12345,perc_covered,60.394132271985534
NT12345,perc_unc,39.605867728014466
NT12227,perc_covered,60.37249160761631
NT12227,perc_unc,39.62750839238369
NT12170_306,perc_covered,60.36606589178257
NT12170_306,perc_unc,39.63393410821743
NT12284,perc_covered,60.36567290834236
NT12284,perc_unc,39.63432709165764
204,perc_covered,60.35903307304174
204,perc_unc,39.64096692695826
NT12607_732,perc_covered,60.341826149232546
NT12607_732,perc_unc,39.658173850767454
24,perc_covered,60.33697368757461
24,perc_unc,39.66302631242539
NT12276,perc_covered,60.322097061553805
NT12276,perc_unc,39.677902938446195
145,perc_covered,60.31235870610696
145,perc_unc,39.68764129389304
NT12272,perc_covered,60.308924001099896
NT12272,perc_unc,39.691075998900104
NT12054_232,perc_covered,60.30429408875617
NT12054_232,perc_unc,39.69570591124383
NT12153_293,perc_covered,60.29793715446381
NT12153_293,perc_unc,39.70206284553619
NT12056_234,perc_covered,60.27959577309221
NT12056_234,perc_unc,39.72040422690779
NT12439,perc_covered,60.27034177804087
NT12439,perc_unc,39.72965822195913
NT12301,perc_covered,60.26991921590798
NT12301,perc_unc,39.73008078409202
NT12040_50,perc_covered,60.255518441760856
NT12040_50,perc_unc,39.744481558239144
50,perc_covered,60.25046336284896
50,perc_unc,39.74953663715104
NT12273,perc_covered,60.24147753434438
NT12273,perc_unc,39.75852246565562
NT12338_2,perc_covered,60.24112855149745
NT12338_2,perc_unc,39.75887144850255
115,perc_covered,60.19951065859096
115,perc_unc,39.80048934140904
NT12402,perc_covered,60.197941443738024
NT12402,perc_unc,39.802058556261976
NT12147_288,perc_covered,60.19418957671322
NT12147_288,perc_unc,39.80581042328678
NT12322,perc_covered,60.19276813032691
NT12322,perc_unc,39.80723186967309
NT12546_671,perc_covered,60.19054952783984
NT12546_671,perc_unc,39.80945047216016
NT12053_55,perc_covered,60.18795169595235
NT12053_55,perc_unc,39.81204830404765
NT12318,perc_covered,60.18687274573472
NT12318,perc_unc,39.81312725426528
NT12446,perc_covered,60.18529044874394
NT12446,perc_unc,39.81470955125606
NT12537_662,perc_covered,60.16660567696265
NT12537_662,perc_unc,39.83339432303735
NT12397,perc_covered,60.16149169879051
NT12397,perc_unc,39.83850830120949
NT12560_685,perc_covered,60.15817978577481
NT12560_685,perc_unc,39.84182021422519
NT12062_239,perc_covered,60.155012615924186
NT12062_239,perc_unc,39.844987384075814
26,perc_covered,60.154512487039014
26,perc_unc,39.845487512960986
NT12027_219,perc_covered,60.14801831604495
NT12027_219,perc_unc,39.85198168395505
211,perc_covered,60.144653145036884
211,perc_unc,39.855346854963116
59,perc_covered,60.130229446759564
59,perc_unc,39.869770553240436
NT12559_684,perc_covered,60.1252791853365
NT12559_684,perc_unc,39.8747208146635
NT12460_195,perc_covered,60.09304293326822
NT12460_195,perc_unc,39.90695706673178
NT12019_36,perc_covered,60.04024884742286
NT12019_36,perc_unc,39.95975115257714
NT12018_216,perc_covered,60.03365273608866
NT12018_216,perc_unc,39.96634726391134
NT12577_702,perc_covered,60.02810520900839
NT12577_702,perc_unc,39.97189479099161
NT12304,perc_covered,59.99596517307284
NT12304,perc_unc,40.00403482692716
NT12222,perc_covered,59.99068692209883
NT12222,perc_unc,40.00931307790117
NT12567_692,perc_covered,59.98009363125883
NT12567_692,perc_unc,40.01990636874117
166,perc_covered,59.97109624576067
166,perc_unc,40.02890375423933
NT12409,perc_covered,59.95670084702471
NT12409,perc_unc,40.04329915297529
NT12127_105,perc_covered,59.94646681575091
NT12127_105,perc_unc,40.05353318424909
223,perc_covered,59.941500191660545
223,perc_unc,40.058499808339455
224,perc_covered,59.93463199015541
224,perc_unc,40.06536800984459
NT12140_283,perc_covered,59.92480110975422
NT12140_283,perc_unc,40.07519889024578
98,perc_covered,59.92047698508705
98,perc_unc,40.07952301491295
NT12167_303,perc_covered,59.880944162069405
NT12167_303,perc_unc,40.119055837930595
NT12208,perc_covered,59.86878693741476
NT12208,perc_unc,40.13121306258524
NT12379,perc_covered,59.860746136861074
NT12379,perc_unc,40.139253863138926
69,perc_covered,59.838991622050074
69,perc_unc,40.161008377949926
186,perc_covered,59.83763524050586
186,perc_unc,40.16236475949414
NT12195_148,perc_covered,59.766636066432625
NT12195_148,perc_unc,40.233363933567375
22,perc_covered,59.76394877008347
22,perc_unc,40.23605122991653
NT12416,perc_covered,59.76059752820895
NT12416,perc_unc,40.23940247179105
165,perc_covered,59.75569344575861
165,perc_unc,40.24430655424139
NT12157_114,perc_covered,59.75348557506488
NT12157_114,perc_unc,40.24651442493512
49,perc_covered,59.71151813360566
49,perc_unc,40.28848186639434
NT12057_235,perc_covered,59.698437012106034
NT12057_235,perc_unc,40.301562987893966
119,perc_covered,59.697098178528876
119,perc_unc,40.302901821471124
NT12540_665,perc_covered,59.695618788837066
NT12540_665,perc_unc,40.304381211162934
NT12192_27,perc_covered,59.69026047954784
NT12192_27,perc_unc,40.30973952045216
NT12102_92,perc_covered,59.6867819157329
NT12102_92,perc_unc,40.3132180842671
NT12129,perc_covered,59.67559704728706
NT12129,perc_unc,40.32440295271294
NT12340_27,perc_covered,59.668258838695664
NT12340_27,perc_unc,40.331741161304336
NT12178_314,perc_covered,59.658242354623724
NT12178_314,perc_unc,40.341757645376276
NT12448_16,perc_covered,59.65732897379945
NT12448_16,perc_unc,40.34267102620055
23,perc_covered,59.643805230326684
23,perc_unc,40.356194769673316
NT12447_15,perc_covered,59.63146350064055
NT12447_15,perc_unc,40.36853649935945
NT12221_759,perc_covered,59.62835862717238
NT12221_759,perc_unc,40.37164137282762
NT12219_757,perc_covered,59.626845942769336
NT12219_757,perc_unc,40.373154057230664
NT12092_10,perc_covered,59.60167219606374
NT12092_10,perc_unc,40.39832780393626
120,perc_covered,59.59869416051242
120,perc_unc,40.40130583948758
NT12585_710,perc_covered,59.55416764728334
NT12585_710,perc_unc,40.44583235271666
NT12269,perc_covered,59.51226794783013
NT12269,perc_unc,40.48773205216987
NT12270,perc_covered,59.51185754701696
NT12270,perc_unc,40.48814245298304
NT12132_277,perc_covered,59.451175720173374
NT12132_277,perc_unc,40.548824279826626
68,perc_covered,59.44375971834355
68,perc_unc,40.55624028165645
NT12176_312,perc_covered,59.43144759354454
NT12176_312,perc_unc,40.56855240645546
84,perc_covered,59.42790788546123
84,perc_unc,40.57209211453877
NT12332_139,perc_covered,59.417168489498366
NT12332_139,perc_unc,40.582831510501634
NT12073_247,perc_covered,59.39449894874295
NT12073_247,perc_unc,40.60550105125705
29,perc_covered,59.37263128567156
29,perc_unc,40.62736871432844
71,perc_covered,59.35488091248503
71,perc_unc,40.64511908751497
123,perc_covered,59.33955304887899
123,perc_unc,40.66044695112101
102,perc_covered,59.32470822773044
102,perc_unc,40.67529177226956
NT12015_11,perc_covered,59.28297823391703
NT12015_11,perc_unc,40.71702176608297
125,perc_covered,59.28192334664965
125,perc_unc,40.71807665335035
NT12592_717,perc_covered,59.251802025260936
NT12592_717,perc_unc,40.748197974739064
NT12358_362,perc_covered,59.24503920670142
NT12358_362,perc_unc,40.75496079329858
63,perc_covered,59.229398933222924
63,perc_unc,40.770601066777076
207,perc_covered,59.185394755662145
207,perc_unc,40.814605244337855
NT12310_767,perc_covered,59.18280544936035
NT12310_767,perc_unc,40.81719455063965
9,perc_covered,59.15643381638564
9,perc_unc,40.84356618361436
146,perc_covered,59.12844524099936
146,perc_unc,40.87155475900064
NT12194_61,perc_covered,59.065568032974035
NT12194_61,perc_unc,40.934431967025965
NT12410,perc_covered,59.05049165200842
NT12410,perc_unc,40.94950834799158
NT12143_286,perc_covered,59.0368879436642
NT12143_286,perc_unc,40.9631120563358
NT12220_758,perc_covered,59.03258984627416
NT12220_758,perc_unc,40.96741015372584
NT12334_145,perc_covered,58.967978383397856
NT12334_145,perc_unc,41.032021616602144
NT12333_140,perc_covered,58.95293960709097
NT12333_140,perc_unc,41.04706039290903
NT12361_364,perc_covered,58.93917225650732
NT12361_364,perc_unc,41.06082774349268
NT12025_40,perc_covered,58.93115463257897
NT12025_40,perc_unc,41.06884536742103
NT12430,perc_covered,58.92837305111811
NT12430,perc_unc,41.07162694888189
NT12341_194,perc_covered,58.9160777949589
NT12341_194,perc_unc,41.0839222050411
219,perc_covered,58.91402880900101
219,perc_unc,41.08597119099899
NT12133_278,perc_covered,58.87835485173615
NT12133_278,perc_unc,41.12164514826385
NT12411,perc_covered,58.8666202303824
NT12411,perc_unc,41.1333797696176
225,perc_covered,58.84879151419295
225,perc_unc,41.15120848580705
148,perc_covered,58.84656639213387
148,perc_unc,41.15343360786613
93,perc_covered,58.84095949597483
93,perc_unc,41.15904050402517
NT12453_78,perc_covered,58.83736555330462
NT12453_78,perc_unc,41.16263444669538
NT12336_136,perc_covered,58.814225174898546
NT12336_136,perc_unc,41.185774825101454
NT12061_238,perc_covered,58.80527149391703
NT12061_238,perc_unc,41.19472850608297
NT12454_79,perc_covered,58.80274802179021
NT12454_79,perc_unc,41.19725197820979
206,perc_covered,58.80080631835853
206,perc_unc,41.19919368164147
NT12566_691,perc_covered,58.77438541466463
NT12566_691,perc_unc,41.22561458533537
106,perc_covered,58.76493823611229
106,perc_unc,41.23506176388771
NT12363_366,perc_covered,58.75929089970443
NT12363_366,perc_unc,41.24070910029557
NT12292_766,perc_covered,58.756078291947986
NT12292_766,perc_unc,41.243921708052014
NT12166_302,perc_covered,58.739520946817
NT12166_302,perc_unc,41.260479053183
NT12058_236,perc_covered,58.737148948961135
NT12058_236,perc_unc,41.262851051038865
NT12545_670,perc_covered,58.726005824086904
NT12545_670,perc_unc,41.273994175913096
108,perc_covered,58.716693453341826
108,perc_unc,41.283306546658174
NT12583_708,perc_covered,58.71372710163194
NT12583_708,perc_unc,41.28627289836806
NT12393_774,perc_covered,58.68861097876693
NT12393_774,perc_unc,41.31138902123307
NT12277,perc_covered,58.680073514468326
NT12277,perc_unc,41.319926485531674
NT12549_674,perc_covered,58.665435977402815
NT12549_674,perc_unc,41.334564022597185
NT12591_716,perc_covered,58.65851246246321
NT12591_716,perc_unc,41.34148753753679
NT12375,perc_covered,58.65668580085471
NT12375,perc_unc,41.34331419914529
153,perc_covered,58.65322853334719
153,perc_unc,41.34677146665281
NT12145_111,perc_covered,58.64327285638941
NT12145_111,perc_unc,41.35672714361059
130,perc_covered,58.6249769463348
130,perc_unc,41.3750230536652
NT12197_151,perc_covered,58.59380750168703
NT12197_151,perc_unc,41.40619249831297
NT12572_697,perc_covered,58.584018755400066
NT12572_697,perc_unc,41.415981244599934
NT12175_311,perc_covered,58.568275787764755
NT12175_311,perc_unc,41.431724212235245
NT12323,perc_covered,58.4933374700369
NT12323,perc_unc,41.5066625299631
111,perc_covered,58.488951423255195
111,perc_unc,41.511048576744805
NT12072_58,perc_covered,58.45963645256745
NT12072_58,perc_unc,41.54036354743255
NT12539_664,perc_covered,58.458722771448905
NT12539_664,perc_unc,41.541277228551095
143,perc_covered,58.44798900690689
143,perc_unc,41.55201099309311
NT12059_56,perc_covered,58.42136656609587
NT12059_56,perc_unc,41.57863343390413
NT12136_108,perc_covered,58.41960784619378
NT12136_108,perc_unc,41.58039215380622
NT12283,perc_covered,58.38560458283107
NT12283,perc_unc,41.61439541716893
NT12535_660,perc_covered,58.37837286614591
NT12535_660,perc_unc,41.62162713385409
NT12155_294,perc_covered,58.36584209337229
NT12155_294,perc_unc,41.63415790662771
NT12177_313,perc_covered,58.34430751245749
NT12177_313,perc_unc,41.65569248754251
NT12193_86,perc_covered,58.334060578230954
NT12193_86,perc_unc,41.665939421769046
77,perc_covered,58.331107552431114
77,perc_unc,41.668892447568886
NT12223_336,perc_covered,58.30013983764503
NT12223_336,perc_unc,41.69986016235497
NT12287,perc_covered,58.29988614062932
NT12287,perc_unc,41.70011385937068
NT12618_181,perc_covered,58.206817031669985
NT12618_181,perc_unc,41.793182968330015
NT12395,perc_covered,58.20046069362732
NT12395,perc_unc,41.79953930637268
NT12324,perc_covered,58.1607559285832
NT12324,perc_unc,41.8392440714168
NT12590_715,perc_covered,58.14818909640383
NT12590_715,perc_unc,41.85181090359617
NT12201,perc_covered,58.11341755496772
NT12201,perc_unc,41.88658244503228
NT12452_77,perc_covered,58.084889889560564
NT12452_77,perc_unc,41.915110110439436
27,perc_covered,58.03897495301214
27,perc_unc,41.96102504698786
NT12362_365,perc_covered,58.01631514801356
NT12362_365,perc_unc,41.98368485198644
NT12552_677,perc_covered,58.001125807782316
NT12552_677,perc_unc,41.998874192217684
NT12297,perc_covered,57.99825164290873
NT12297,perc_unc,42.00174835709127
NT12296,perc_covered,57.97654182761526
NT12296,perc_unc,42.02345817238474
NT12543_668,perc_covered,57.953707889508244
NT12543_668,perc_unc,42.046292110491756
NT12570_695,perc_covered,57.94534537348698
NT12570_695,perc_unc,42.05465462651302
NT12603_728,perc_covered,57.92840976972796
NT12603_728,perc_unc,42.07159023027204
NT12534_659,perc_covered,57.890963033960766
NT12534_659,perc_unc,42.109036966039234
NT12295,perc_covered,57.86738603342649
NT12295,perc_unc,42.13261396657351
NT12228,perc_covered,57.84690540706017
NT12228,perc_unc,42.15309459293983
NT12114_99,perc_covered,57.74996463395594
NT12114_99,perc_unc,42.25003536604406
NT12066_241,perc_covered,57.67140681919795
NT12066_241,perc_unc,42.32859318080205
NT12303_345,perc_covered,57.64432735586396
NT12303_345,perc_unc,42.35567264413604
NT12601_726,perc_covered,57.63788006200772
NT12601_726,perc_unc,42.36211993799228
185,perc_covered,57.63213749355776
185,perc_unc,42.36786250644224
NT12137_109,perc_covered,57.62373453368769
NT12137_109,perc_unc,42.37626546631231
NT12558_683,perc_covered,57.58896777749952
NT12558_683,perc_unc,42.41103222250048
NT12329_142,perc_covered,57.54697789747421
NT12329_142,perc_unc,42.45302210252579
NT12294_341,perc_covered,57.51430857823925
NT12294_341,perc_unc,42.48569142176075
NT12562_687,perc_covered,57.4853529133535
NT12562_687,perc_unc,42.5146470866465
NT12203,perc_covered,57.47542426000257
NT12203,perc_unc,42.52457573999743
NT12573_698,perc_covered,57.42482710968256
NT12573_698,perc_unc,42.57517289031744
NT12586_711,perc_covered,57.40619548118118
NT12586_711,perc_unc,42.59380451881882
NT12547_672,perc_covered,57.35371745976542
NT12547_672,perc_unc,42.64628254023458
NT12007_60,perc_covered,57.335972333876185
NT12007_60,perc_unc,42.664027666123815
NT12196_324,perc_covered,57.325958476156266
NT12196_324,perc_unc,42.674041523843734
NT12205_756,perc_covered,57.30538675599794
NT12205_756,perc_unc,42.69461324400206
NT12244,perc_covered,57.29620527888801
NT12244,perc_unc,42.70379472111199
NT12128_275,perc_covered,57.10883754606792
NT12128_275,perc_unc,42.89116245393208
NT12206,perc_covered,57.10162670686467
NT12206,perc_unc,42.89837329313533
NT12243,perc_covered,57.0828683817531
NT12243,perc_unc,42.9171316182469
NT12576_701,perc_covered,57.07259603722029
NT12576_701,perc_unc,42.92740396277971
NT12204_755,perc_covered,57.05867109276309
NT12204_755,perc_unc,42.94132890723691
NT12441,perc_covered,57.05336500302152
NT12441,perc_unc,42.94663499697848
18,perc_covered,57.036030013745034
18,perc_unc,42.963969986254966
NT12191_751,perc_covered,57.02704290809586
NT12191_751,perc_unc,42.97295709190414
NT12550_675,perc_covered,56.93056321483453
NT12550_675,perc_unc,43.06943678516547
NT12235,perc_covered,56.795680528763604
NT12235,perc_unc,43.204319471236396
NT12605_730,perc_covered,56.77379108666051
NT12605_730,perc_unc,43.22620891333949
NT12589_714,perc_covered,56.76858736609229
NT12589_714,perc_unc,43.23141263390771
NT12612_737,perc_covered,56.75305638452046
NT12612_737,perc_unc,43.24694361547954
NT12574_699,perc_covered,56.67440647531385
NT12574_699,perc_unc,43.32559352468615
NT12052_231,perc_covered,56.59502129752303
NT12052_231,perc_unc,43.40497870247697
NT12615_740,perc_covered,56.51650532649705
NT12615_740,perc_unc,43.48349467350295
NT12533_5,perc_covered,56.423277351262435
NT12533_5,perc_unc,43.576722648737565
NT12600_725,perc_covered,56.102237931495324
NT12600_725,perc_unc,43.897762068504676
NT12412_386,perc_covered,56.048062640288464
NT12412_386,perc_unc,43.951937359711536
NT12561_686,perc_covered,55.94049616311349
NT12561_686,perc_unc,44.05950383688651
NT12565_690,perc_covered,55.92006182695391
NT12565_690,perc_unc,44.07993817304609
39,perc_covered,55.80249889619785
39,perc_unc,44.19750110380215
NT12581_706,perc_covered,55.76734267121807
NT12581_706,perc_unc,44.23265732878193
NT12288_765,perc_covered,55.67780683515298
NT12288_765,perc_unc,44.32219316484702
NT12372_372,perc_covered,55.54226429559683
NT12372_372,perc_unc,44.45773570440317
NT12563_688,perc_covered,55.439152366319234
NT12563_688,perc_unc,44.560847633680766
NT12462_213,perc_covered,55.375137354708414
NT12462_213,perc_unc,44.624862645291586
NT12245,perc_covered,55.13894525620652
NT12245,perc_unc,44.86105474379348
NT12557_682,perc_covered,55.12857844816398
NT12557_682,perc_unc,44.87142155183602
NT12064_748,perc_covered,55.12675554489361
NT12064_748,perc_unc,44.87324445510639
NT12313,perc_covered,55.11912405864978
NT12313,perc_unc,44.88087594135022
NT12575_700,perc_covered,54.97443778544646
NT12575_700,perc_unc,45.02556221455354
NT12551_676,perc_covered,54.956983429032725
NT12551_676,perc_unc,45.043016570967275
NT12568_693,perc_covered,54.94862736875129
NT12568_693,perc_unc,45.05137263124871
NT12569_694,perc_covered,54.745414440963046
NT12569_694,perc_unc,45.254585559036954
NT12536_661,perc_covered,54.72915904299723
NT12536_661,perc_unc,45.27084095700277
NT12598_723,perc_covered,54.54012668235968
NT12598_723,perc_unc,45.45987331764032
NT12580_705,perc_covered,54.50632692598057
NT12580_705,perc_unc,45.49367307401943
NT12071_246,perc_covered,54.05955360666699
NT12071_246,perc_unc,45.94044639333301
NT12587_712,perc_covered,54.000082629974365
NT12587_712,perc_unc,45.999917370025635
NT12609_734,perc_covered,53.95862350430257
NT12609_734,perc_unc,46.04137649569743
89,perc_covered,53.956285197840025
89,perc_unc,46.043714802159975
NT12597_722,perc_covered,53.59172599986876
NT12597_722,perc_unc,46.40827400013124
NT12593_718,perc_covered,53.54412022021482
NT12593_718,perc_unc,46.45587977978518
NT12599_724,perc_covered,53.479559310872425
NT12599_724,perc_unc,46.520440689127575
NT12209,perc_covered,53.34216282247838
NT12209,perc_unc,46.65783717752162
NT12588_713,perc_covered,53.189966736405346
NT12588_713,perc_unc,46.810033263594654
192,perc_covered,52.970307545372265
192,perc_unc,47.029692454627735
NT12378_769,perc_covered,52.95404434724315
NT12378_769,perc_unc,47.04595565275685
NT12555_680,perc_covered,52.31343058890061
NT12555_680,perc_unc,47.68656941109939
NT12398_775,perc_covered,52.24650069048025
NT12398_775,perc_unc,47.75349930951975
NT12611_736,perc_covered,51.96081602132456
NT12611_736,perc_unc,48.03918397867544
NT12556_681,perc_covered,51.9380042741029
NT12556_681,perc_unc,48.0619957258971
NT12538_663,perc_covered,51.889930142116214
NT12538_663,perc_unc,48.110069857883786
NT12256,perc_covered,51.851815773566756
NT12256,perc_unc,48.148184226433244
NT12135_280,perc_covered,51.7934279727572
NT12135_280,perc_unc,48.2065720272428
NT12604_729,perc_covered,51.18634797437419
NT12604_729,perc_unc,48.81365202562581
NT12610_735,perc_covered,50.86798445334928
NT12610_735,perc_unc,49.13201554665072
NT12384_770,perc_covered,50.160234654821544
