Genome,Fraction,length
NT12531_172,perc_unc,38.21343906637138
NT12280,perc_covered,61.77467742681678
NT12280,perc_unc,38.22532257318322
62,perc_covered,61.772778526009375
62,perc_unc,38.227221473990625
NT12432_398,perc_covered,61.77240211720846
NT12432_398,perc_unc,38.22759788279154
NT12055_233,perc_covered,61.76576886810459
NT12055_233,perc_unc,38.23423113189541
38,perc_covered,61.73929226272741
38,perc_unc,38.26070773727259
NT12144_110,perc_covered,61.7369582182437
NT12144_110,perc_unc,38.2630417817563
NT12065_240,perc_covered,61.73097138004422
NT12065_240,perc_unc,38.26902861995578
NT12217_334,perc_covered,61.73068211980682
NT12217_334,perc_unc,38.26931788019318
NT12154_113,perc_covered,61.72140127514035
NT12154_113,perc_unc,38.27859872485965
NT12082_255,perc_covered,61.70200783134256
NT12082_255,perc_unc,38.29799216865744
NT12232_339,perc_covered,61.674321245339534
NT12232_339,perc_unc,38.325678754660466
NT12089_32,perc_covered,61.66631028282822
NT12089_32,perc_unc,38.33368971717178
135,perc_covered,61.65626597933775
135,perc_unc,38.34373402066225
34,perc_covered,61.62605725793339
34,perc_unc,38.37394274206661
NT12010_146,perc_covered,61.61056351495642
NT12010_146,perc_unc,38.38943648504358
NT12171_307,perc_covered,61.60995950214293
NT12171_307,perc_unc,38.39004049785707
NT12396_380,perc_covered,61.60871734686242
NT12396_380,perc_unc,38.39128265313758
NT12160_115,perc_covered,61.60248363603379
NT12160_115,perc_unc,38.39751636396621
64,perc_covered,61.5917438988477
64,perc_unc,38.4082561011523
NT12390_377,perc_covered,61.56043810506606
NT12390_377,perc_unc,38.43956189493394
NT12130_106,perc_covered,61.55890629780454
NT12130_106,perc_unc,38.44109370219546
168,perc_covered,61.55412777404881
168,perc_unc,38.44587222595119
NT12365_368,perc_covered,61.54478352901731
NT12365_368,perc_unc,38.45521647098269
NT12267,perc_covered,61.537086744279875
NT12267,perc_unc,38.462913255720125
169,perc_covered,61.53123178205292
169,perc_unc,38.46876821794708
NT12048_229,perc_covered,61.53083099808251
NT12048_229,perc_unc,38.46916900191749
NT12174_310,perc_covered,61.52623737463793
NT12174_310,perc_unc,38.47376262536207
NT12254,perc_covered,61.507208000568426
NT12254,perc_unc,38.492791999431574
75,perc_covered,61.50218604671226
75,perc_unc,38.49781395328774
NT12330_144,perc_covered,61.499725614398685
NT12330_144,perc_unc,38.500274385601315
151,perc_covered,61.49260330618337
151,perc_unc,38.50739669381663
NT12231,perc_covered,61.4850982380399
NT12231,perc_unc,38.5149017619601
NT12388_376,perc_covered,61.462926548237654
NT12388_376,perc_unc,38.537073451762346
177,perc_covered,61.45504724021856
177,perc_unc,38.54495275978144
